Periode,Provinsi,Luas Panen (Ha),Produksi Padi (Ton-GKG),Produktivitas (Ton/Ha)
2018-01-01,ACEH,14541.53,76118.47,5.23
2018-02-01,ACEH,27075.77,142876.76,5.28
2018-03-01,ACEH,66403.96,375841.91,5.66
2018-04-01,ACEH,58507.03,336742.80,5.76
2018-05-01,ACEH,16867.65,96372.36,5.71
2018-06-01,ACEH,6574.29,37912.07,5.77
2018-07-01,ACEH,16175.29,93821.52,5.8
2018-08-01,ACEH,24947.79,142895.96,5.73
2018-09-01,ACEH,34889.21,192853.32,5.53
2018-10-01,ACEH,25948.67,153129.92,5.9
2018-11-01,ACEH,21600.78,126142.58,5.84
2018-12-01,ACEH,15983.81,86859.43,5.43
2019-01-01,ACEH,8950.14,42459.41,4.74
2019-02-01,ACEH,34950.49,176086.76,5.04
2019-03-01,ACEH,71296.11,385742.63,5.41
2019-04-01,ACEH,33825.48,194414.30,5.75
2019-05-01,ACEH,18437.40,101546.59,5.51
2019-06-01,ACEH,15830.41,90110.62,5.69
2019-07-01,ACEH,20708.42,112226.11,5.42
2019-08-01,ACEH,19888.83,107035.34,5.38
2019-09-01,ACEH,25162.22,149259.37,5.93
2019-10-01,ACEH,31321.66,182189.72,5.82
2019-11-01,ACEH,19680.53,115427.26,5.87
2019-12-01,ACEH,9960.77,57939.49,5.82
2020-01-01,ACEH,12664.52,64644.94,5.1
2020-02-01,ACEH,28801.80,155948.40,5.41
2020-03-01,ACEH,82284.08,436534.51,5.31
2020-04-01,ACEH,26657.48,143018.95,5.37
2020-05-01,ACEH,16797.39,86489.97,5.15
2020-06-01,ACEH,7627.40,40154.60,5.26
2020-07-01,ACEH,13528.95,75837.50,5.61
2020-08-01,ACEH,30467.83,158157.59,5.19
2020-09-01,ACEH,34685.51,204116.24,5.88
2020-10-01,ACEH,36109.27,223043.73,6.18
2020-11-01,ACEH,21976.82,133387.98,6.07
2020-12-01,ACEH,6268.36,35978.66,5.74
2021-01-01,ACEH,9733.78,45187.63,4.64
2021-02-01,ACEH,29157.40,150150.18,5.15
2021-03-01,ACEH,45230.45,250989.71,5.55
2021-04-01,ACEH,54556.80,319002.89,5.85
2021-05-01,ACEH,19617.01,101452.17,5.17
2021-06-01,ACEH,9607.88,48715.61,5.07
2021-07-01,ACEH,6834.62,35232.59,5.16
2021-08-01,ACEH,9998.90,50235.97,5.02
2021-09-01,ACEH,27037.80,150229.95,5.56
2021-10-01,ACEH,37720.39,210282.71,5.57
2021-11-01,ACEH,27838.47,161529.97,5.8
2021-12-01,ACEH,19724.88,111630.22,5.66
2018-01-01,SUMATERA UTARA,34369.70,179885.24,5.23
2018-02-01,SUMATERA UTARA,51188.77,265349.71,5.18
2018-03-01,SUMATERA UTARA,52496.88,269050.31,5.13
2018-04-01,SUMATERA UTARA,31113.61,160741.86,5.17
2018-05-01,SUMATERA UTARA,31433.08,152795.98,4.86
2018-06-01,SUMATERA UTARA,32834.15,169329.62,5.16
2018-07-01,SUMATERA UTARA,28705.85,155562.32,5.42
2018-08-01,SUMATERA UTARA,36353.10,202144.67,5.56
2018-09-01,SUMATERA UTARA,40124.49,205874.53,5.13
2018-10-01,SUMATERA UTARA,25630.21,130379.65,5.09
2018-11-01,SUMATERA UTARA,18714.50,94170.08,5.03
2018-12-01,SUMATERA UTARA,25212.11,123000.75,4.88
2019-01-01,SUMATERA UTARA,37923.90,191563.00,5.05
2019-02-01,SUMATERA UTARA,58201.56,283920.30,4.88
2019-03-01,SUMATERA UTARA,55367.31,275291.31,4.97
2019-04-01,SUMATERA UTARA,23061.77,108645.17,4.71
2019-05-01,SUMATERA UTARA,27225.44,133399.30,4.9
2019-06-01,SUMATERA UTARA,33994.01,169569.41,4.99
2019-07-01,SUMATERA UTARA,29782.57,152354.34,5.12
2019-08-01,SUMATERA UTARA,38285.63,195923.72,5.12
2019-09-01,SUMATERA UTARA,41549.20,234334.88,5.64
2019-10-01,SUMATERA UTARA,23565.82,123916.46,5.26
2019-11-01,SUMATERA UTARA,16847.92,80070.11,4.75
2019-12-01,SUMATERA UTARA,27336.11,129913.59,4.75
2020-01-01,SUMATERA UTARA,34344.16,179811.57,5.24
2020-02-01,SUMATERA UTARA,56507.10,294789.29,5.22
2020-03-01,SUMATERA UTARA,46883.99,128704.12,2.75
2020-04-01,SUMATERA UTARA,26960.35,132373.94,4.91
2020-05-01,SUMATERA UTARA,27459.37,131060.07,4.77
2020-06-01,SUMATERA UTARA,26042.01,150988.31,5.8
2020-07-01,SUMATERA UTARA,28902.46,264466.38,9.15
2020-08-01,SUMATERA UTARA,46685.70,248284.04,5.32
2020-09-01,SUMATERA UTARA,43689.91,118523.78,2.71
2020-10-01,SUMATERA UTARA,21725.82,74465.95,3.43
2020-11-01,SUMATERA UTARA,14916.40,72490.54,4.86
2020-12-01,SUMATERA UTARA,14473.95,14473.95,1
2021-01-01,SUMATERA UTARA,41494.93,211936.09,5.11
2021-02-01,SUMATERA UTARA,63049.31,321897.54,5.11
2021-03-01,SUMATERA UTARA,32661.84,163317.55,5
2021-04-01,SUMATERA UTARA,23229.20,113207.67,4.87
2021-05-01,SUMATERA UTARA,26780.30,141745.44,5.29
2021-06-01,SUMATERA UTARA,35180.42,186167.30,5.29
2021-07-01,SUMATERA UTARA,32986.76,178891.91,5.42
2021-08-01,SUMATERA UTARA,27667.61,153104.67,5.53
2021-09-01,SUMATERA UTARA,28930.52,156536.20,5.41
2021-10-01,SUMATERA UTARA,31141.33,163725.58,5.26
2021-11-01,SUMATERA UTARA,25082.32,128470.35,5.12
2021-12-01,SUMATERA UTARA,17200.46,85142.21,4.95
2018-01-01,SUMATERA BARAT,23241.67,119682.77,5.15
2018-02-01,SUMATERA BARAT,25667.39,131532.95,5.12
2018-03-01,SUMATERA BARAT,28027.24,144705.06,5.16
2018-04-01,SUMATERA BARAT,30276.85,155790.26,5.15
2018-05-01,SUMATERA BARAT,32158.46,146832.78,4.57
2018-06-01,SUMATERA BARAT,23254.63,105279.48,4.53
2018-07-01,SUMATERA BARAT,27870.44,123783.13,4.44
2018-08-01,SUMATERA BARAT,30122.69,136521.62,4.53
2018-09-01,SUMATERA BARAT,23173.41,106246.17,4.58
2018-10-01,SUMATERA BARAT,16572.77,76844.57,4.64
2018-11-01,SUMATERA BARAT,27033.75,119200.33,4.41
2018-12-01,SUMATERA BARAT,25651.52,116657.36,4.55
2019-01-01,SUMATERA BARAT,24396.51,117964.75,4.84
2019-02-01,SUMATERA BARAT,30276.18,150228.78,4.96
2019-03-01,SUMATERA BARAT,31906.97,154882.74,4.85
2019-04-01,SUMATERA BARAT,26973.66,130900.76,4.85
2019-05-01,SUMATERA BARAT,30227.53,137825.92,4.56
2019-06-01,SUMATERA BARAT,22720.50,107074.19,4.71
2019-07-01,SUMATERA BARAT,25785.99,118843.47,4.61
2019-08-01,SUMATERA BARAT,31408.96,149255.94,4.75
2019-09-01,SUMATERA BARAT,19421.25,93377.26,4.81
2019-10-01,SUMATERA BARAT,20429.14,95340.12,4.67
2019-11-01,SUMATERA BARAT,16847.92,133170.37,7.9
2019-12-01,SUMATERA BARAT,27336.11,94131.71,3.44
2020-01-01,SUMATERA BARAT,21557.53,100001.25,4.64
2020-02-01,SUMATERA BARAT,24230.30,112804.91,4.66
2020-03-01,SUMATERA BARAT,31480.09,145314.96,4.62
2020-04-01,SUMATERA BARAT,33308.03,154481.30,4.64
2020-05-01,SUMATERA BARAT,31803.79,151282.56,4.76
2020-06-01,SUMATERA BARAT,18088.92,86487.55,4.78
2020-07-01,SUMATERA BARAT,23448.32,108861.23,4.64
2020-08-01,SUMATERA BARAT,25941.20,120946.47,4.66
2020-09-01,SUMATERA BARAT,17630.57,84104.58,4.77
2020-10-01,SUMATERA BARAT,30730.93,143759.02,4.68
2020-11-01,SUMATERA BARAT,22429.54,107477.44,4.79
2020-12-01,SUMATERA BARAT,15015.25,71748.02,4.78
2021-01-01,SUMATERA BARAT,23994.99,116051.46,4.84
2021-02-01,SUMATERA BARAT,25383.79,123573.07,4.87
2021-03-01,SUMATERA BARAT,26682.02,130474.86,4.89
2021-04-01,SUMATERA BARAT,26407.56,127461.26,4.83
2021-05-01,SUMATERA BARAT,23105.73,109393.73,4.73
2021-06-01,SUMATERA BARAT,19485.62,91676.82,4.7
2021-07-01,SUMATERA BARAT,28651.36,131033.02,4.57
2021-08-01,SUMATERA BARAT,19742.47,93091.46,4.72
2021-09-01,SUMATERA BARAT,12817.34,64129.32,5
2021-10-01,SUMATERA BARAT,25304.85,124932.50,4.94
2021-11-01,SUMATERA BARAT,21593.89,109751.67,5.08
2021-12-01,SUMATERA BARAT,19222.33,95640.21,4.98
2018-01-01,RIAU,3058.70,13768.24,4.5
2018-02-01,RIAU,13552.07,52336.67,3.86
2018-03-01,RIAU,10822.92,43500.41,4.02
2018-04-01,RIAU,5005.96,22267.51,4.45
2018-05-01,RIAU,4956.32,14730.72,2.97
2018-06-01,RIAU,4858.05,15560.85,3.2
2018-07-01,RIAU,6815.22,23266.27,3.41
2018-08-01,RIAU,11005.31,35498.72,3.23
2018-09-01,RIAU,4094.44,13825.29,3.38
2018-10-01,RIAU,1926.53,8316.77,4.32
2018-11-01,RIAU,1593.31,6808.90,4.27
2018-12-01,RIAU,3759.25,16495.18,4.39
2019-01-01,RIAU,5559.68,20353.49,3.66
2019-02-01,RIAU,12027.14,43293.77,3.6
2019-03-01,RIAU,7933.26,31030.02,3.91
2019-04-01,RIAU,3046.93,14100.53,4.63
2019-05-01,RIAU,6523.60,21448.33,3.29
2019-06-01,RIAU,6260.48,21383.75,3.42
2019-07-01,RIAU,8476.45,29313.32,3.46
2019-08-01,RIAU,7413.14,24445.64,3.3
2019-09-01,RIAU,1315.82,5087.13,3.87
2019-10-01,RIAU,1302.94,6921.83,5.31
2019-11-01,RIAU,678.47,2567.57,3.78
2019-12-01,RIAU,2604.13,10928.59,4.2
2020-01-01,RIAU,3290.74,12130.13,3.69
2020-02-01,RIAU,11459.20,39111.62,3.41
2020-03-01,RIAU,12710.34,44042.94,3.47
2020-04-01,RIAU,3321.80,13065.31,3.93
2020-05-01,RIAU,5407.96,20822.65,3.85
2020-06-01,RIAU,4034.87,16345.62,4.05
2020-07-01,RIAU,8910.33,35762.38,4.01
2020-08-01,RIAU,6386.88,26535.82,4.15
2020-09-01,RIAU,2556.16,11699.42,4.58
2020-10-01,RIAU,750.82,2784.57,3.71
2020-11-01,RIAU,2754.27,9657.08,3.51
2020-12-01,RIAU,3149.78,11727.50,3.72
2021-01-01,RIAU,7878.11,28622.33,3.63
2021-02-01,RIAU,9611.28,35333.31,3.68
2021-03-01,RIAU,4594.50,21062.77,4.58
2021-04-01,RIAU,1484.12,6911.73,4.66
2021-05-01,RIAU,1414.93,5694.58,4.02
2021-06-01,RIAU,2638.49,10835.51,4.11
2021-07-01,RIAU,10093.81,42017.93,4.16
2021-08-01,RIAU,5830.47,24511.51,4.2
2021-09-01,RIAU,3079.99,13619.60,4.42
2021-10-01,RIAU,1639.53,8811.66,5.37
2021-11-01,RIAU,2037.25,8567.90,4.21
2021-12-01,RIAU,2759.87,11470.04,4.16
2018-01-01,JAMBI,12743.18,60567.78,4.75
2018-02-01,JAMBI,9936.59,43280.93,4.36
2018-03-01,JAMBI,10521.71,44677.57,4.25
2018-04-01,JAMBI,6748.01,30335.47,4.5
2018-05-01,JAMBI,7483.07,33758.02,4.51
2018-06-01,JAMBI,6602.53,31575.86,4.78
2018-07-01,JAMBI,8090.03,35932.90,4.44
2018-08-01,JAMBI,6861.52,30191.51,4.4
2018-09-01,JAMBI,5173.41,22095.32,4.27
2018-10-01,JAMBI,5867.66,23201.12,3.95
2018-11-01,JAMBI,3342.17,14865.56,4.45
2018-12-01,JAMBI,2832.80,12563.70,4.44
2019-01-01,JAMBI,5328.04,26094.39,4.9
2019-02-01,JAMBI,5746.90,26363.54,4.59
2019-03-01,JAMBI,9730.43,44297.31,4.55
2019-04-01,JAMBI,9025.94,41460.41,4.59
2019-05-01,JAMBI,6384.73,29860.93,4.68
2019-06-01,JAMBI,4389.37,20683.39,4.71
2019-07-01,JAMBI,8339.21,36887.73,4.42
2019-08-01,JAMBI,8902.86,37128.98,4.17
2019-09-01,JAMBI,4743.83,19383.92,4.09
2019-10-01,JAMBI,3351.00,12426.54,3.71
2019-11-01,JAMBI,1393.88,5726.83,4.11
2019-12-01,JAMBI,2199.87,9618.71,4.37
2020-01-01,JAMBI,3318.24,16618.79,5.01
2020-02-01,JAMBI,8824.97,40985.63,4.64
2020-03-01,JAMBI,9221.13,39733.11,4.31
2020-04-01,JAMBI,7877.30,34483.95,4.38
2020-05-01,JAMBI,9410.85,43533.95,4.63
2020-06-01,JAMBI,6191.98,27811.81,4.49
2020-07-01,JAMBI,10840.08,48616.35,4.48
2020-08-01,JAMBI,5776.20,25870.69,4.48
2020-09-01,JAMBI,4942.85,23079.92,4.67
2020-10-01,JAMBI,6742.26,30101.76,4.46
2020-11-01,JAMBI,7030.89,32743.25,4.66
2020-12-01,JAMBI,4596.18,22834.28,4.97
2021-01-01,JAMBI,4249.18,20684.44,4.87
2021-02-01,JAMBI,4456.55,20924.86,4.7
2021-03-01,JAMBI,7378.17,31715.77,4.3
2021-04-01,JAMBI,7258.25,32954.22,4.54
2021-05-01,JAMBI,3474.37,15718.81,4.52
2021-06-01,JAMBI,5960.21,27918.33,4.68
2021-07-01,JAMBI,6479.70,30773.57,4.75
2021-08-01,JAMBI,4486.26,23790.57,5.3
2021-09-01,JAMBI,6631.39,30192.76,4.55
2021-10-01,JAMBI,6481.76,27840.86,4.3
2021-11-01,JAMBI,4376.33,20989.04,4.8
2021-12-01,JAMBI,3180.09,14646.02,4.61
2018-01-01,SUMATERA SELATAN,66796.39,352441.19,5.28
2018-02-01,SUMATERA SELATAN,90521.23,470457.09,5.2
2018-03-01,SUMATERA SELATAN,97551.55,541467.43,5.55
2018-04-01,SUMATERA SELATAN,68174.76,382388.67,5.61
2018-05-01,SUMATERA SELATAN,32697.96,143981.84,4.4
2018-06-01,SUMATERA SELATAN,30028.49,133965.02,4.46
2018-07-01,SUMATERA SELATAN,39743.31,191280.43,4.81
2018-08-01,SUMATERA SELATAN,64624.08,323346.94,5
2018-09-01,SUMATERA SELATAN,42423.66,205101.52,4.83
2018-10-01,SUMATERA SELATAN,23844.41,116644.52,4.89
2018-11-01,SUMATERA SELATAN,10332.88,56135.84,5.43
2018-12-01,SUMATERA SELATAN,14835.89,76981.35,5.19
2019-01-01,SUMATERA SELATAN,46954.58,227508.45,4.85
2019-02-01,SUMATERA SELATAN,88968.29,426546.10,4.79
2019-03-01,SUMATERA SELATAN,88217.62,452376.90,5.13
2019-04-01,SUMATERA SELATAN,58765.79,320957.59,5.46
2019-05-01,SUMATERA SELATAN,27861.21,119212.75,4.28
2019-06-01,SUMATERA SELATAN,44055.61,179374.53,4.07
2019-07-01,SUMATERA SELATAN,42453.51,191271.64,4.51
2019-08-01,SUMATERA SELATAN,62604.65,315868.90,5.05
2019-09-01,SUMATERA SELATAN,42574.69,192233.33,4.52
2019-10-01,SUMATERA SELATAN,19602.35,92543.64,4.72
2019-11-01,SUMATERA SELATAN,9584.78,46360.13,4.84
2019-12-01,SUMATERA SELATAN,7673.44,39142.28,5.1
2020-01-01,SUMATERA SELATAN,10309.55,49552.22,4.81
2020-02-01,SUMATERA SELATAN,55615.46,270529.70,4.86
2020-03-01,SUMATERA SELATAN,107120.07,542380.70,5.06
2020-04-01,SUMATERA SELATAN,75045.08,413058.62,5.5
2020-05-01,SUMATERA SELATAN,53901.96,249581.60,4.63
2020-06-01,SUMATERA SELATAN,37164.06,151342.37,4.07
2020-07-01,SUMATERA SELATAN,35349.92,151287.52,4.28
2020-08-01,SUMATERA SELATAN,49391.09,260058.40,5.27
2020-09-01,SUMATERA SELATAN,46786.68,248709.57,5.32
2020-10-01,SUMATERA SELATAN,44866.48,215420.97,4.8
2020-11-01,SUMATERA SELATAN,22467.51,116097.84,5.17
2020-12-01,SUMATERA SELATAN,13302.90,75040.17,5.64
2021-01-01,SUMATERA SELATAN,31586.43,171558.94,5.43
2021-02-01,SUMATERA SELATAN,76003.82,410248.67,5.4
2021-03-01,SUMATERA SELATAN,91541.31,506942.63,5.54
2021-04-01,SUMATERA SELATAN,45967.85,256452.56,5.58
2021-05-01,SUMATERA SELATAN,26141.25,123745.81,4.73
2021-06-01,SUMATERA SELATAN,45394.22,182259.64,4.02
2021-07-01,SUMATERA SELATAN,43964.16,212199.42,4.83
2021-08-01,SUMATERA SELATAN,42830.92,222227.15,5.19
2021-09-01,SUMATERA SELATAN,43660.05,216118.25,4.95
2021-10-01,SUMATERA SELATAN,29626.44,144705.83,4.88
2021-11-01,SUMATERA SELATAN,10066.21,53641.10,5.33
2021-12-01,SUMATERA SELATAN,9458.99,52343.19,5.53
2018-01-01,BENGKULU,1890.92,8782.97,4.64
2018-02-01,BENGKULU,6926.66,30977.01,4.47
2018-03-01,BENGKULU,9551.27,43529.40,4.56
2018-04-01,BENGKULU,8726.73,41507.63,4.76
2018-05-01,BENGKULU,9217.82,41471.22,4.5
2018-06-01,BENGKULU,3894.27,17043.63,4.38
2018-07-01,BENGKULU,4374.43,16375.40,3.74
2018-08-01,BENGKULU,7928.36,31350.96,3.95
2018-09-01,BENGKULU,3659.81,14564.13,3.98
2018-10-01,BENGKULU,4426.69,19808.48,4.47
2018-11-01,BENGKULU,3469.64,15918.86,4.59
2018-12-01,BENGKULU,1824.56,7480.83,4.1
2019-01-01,BENGKULU,3254.59,14764.28,4.54
2019-02-01,BENGKULU,9543.39,42372.41,4.44
2019-03-01,BENGKULU,9759.14,43877.95,4.5
2019-04-01,BENGKULU,9036.09,45858.70,5.08
2019-05-01,BENGKULU,5984.63,30753.30,5.14
2019-06-01,BENGKULU,3778.79,19810.39,5.24
2019-07-01,BENGKULU,4662.24,19117.50,4.1
2019-08-01,BENGKULU,6100.81,24246.54,3.97
2019-09-01,BENGKULU,3262.72,14429.51,4.42
2019-10-01,BENGKULU,3409.74,15070.53,4.42
2019-11-01,BENGKULU,3887.53,17682.09,4.55
2019-12-01,BENGKULU,1727.19,8488.87,4.91
2020-01-01,BENGKULU,3336.55,18478.76,5.54
2020-02-01,BENGKULU,949.25,4607.00,4.85
2020-03-01,BENGKULU,2908.65,13980.35,4.81
2020-04-01,BENGKULU,12114.44,55984.50,4.62
2020-05-01,BENGKULU,10558.52,44991.67,4.26
2020-06-01,BENGKULU,8459.98,38100.72,4.5
2020-07-01,BENGKULU,2760.19,12578.28,4.56
2020-08-01,BENGKULU,1444.44,6798.47,4.71
2020-09-01,BENGKULU,3772.14,16809.57,4.46
2020-10-01,BENGKULU,7719.91,33612.58,4.35
2020-11-01,BENGKULU,7656.84,36087.43,4.71
2020-12-01,BENGKULU,2456.37,10804.71,4.4
2021-01-01,BENGKULU,2683.21,13960.14,5.2
2021-02-01,BENGKULU,3714.96,17573.99,4.73
2021-03-01,BENGKULU,7432.61,34456.19,4.64
2021-04-01,BENGKULU,11548.16,59249.71,5.13
2021-05-01,BENGKULU,7141.19,35096.73,4.91
2021-06-01,BENGKULU,3399.01,16457.44,4.84
2021-07-01,BENGKULU,3383.42,15618.19,4.62
2021-08-01,BENGKULU,2418.70,10986.17,4.54
2021-09-01,BENGKULU,1830.83,8945.71,4.89
2021-10-01,BENGKULU,4110.96,20169.91,4.91
2021-11-01,BENGKULU,4263.04,20483.33,4.8
2021-12-01,BENGKULU,3778.60,18119.68,4.8
2018-01-01,LAMPUNG,20829.80,114129.71,5.48
2018-02-01,LAMPUNG,27791.38,148111.50,5.33
2018-03-01,LAMPUNG,58816.12,323382.71,5.5
2018-04-01,LAMPUNG,99090.97,554272.06,5.59
2018-05-01,LAMPUNG,60701.27,260567.46,4.29
2018-06-01,LAMPUNG,29358.95,127379.49,4.34
2018-07-01,LAMPUNG,33318.60,136257.81,4.09
2018-08-01,LAMPUNG,36449.93,157731.41,4.33
2018-09-01,LAMPUNG,62292.53,284771.81,4.57
2018-10-01,LAMPUNG,50780.92,229217.92,4.51
2018-11-01,LAMPUNG,20126.73,94294.02,4.69
2018-12-01,LAMPUNG,12383.73,58526.01,4.73
2019-01-01,LAMPUNG,7541.35,38226.25,5.07
2019-02-01,LAMPUNG,25363.85,127982.54,5.05
2019-03-01,LAMPUNG,60028.64,297532.39,4.96
2019-04-01,LAMPUNG,106437.09,555274.37,5.22
2019-05-01,LAMPUNG,65623.52,256934.11,3.92
2019-06-01,LAMPUNG,26777.64,110981.18,4.14
2019-07-01,LAMPUNG,17033.70,62840.11,3.69
2019-08-01,LAMPUNG,36774.97,145307.02,3.95
2019-09-01,LAMPUNG,45062.22,210459.76,4.67
2019-10-01,LAMPUNG,47861.37,223935.03,4.68
2019-11-01,LAMPUNG,17224.03,90509.11,5.25
2019-12-01,LAMPUNG,8375.04,44107.46,5.27
2020-01-01,LAMPUNG,10485.02,62842.12,5.99
2020-02-01,LAMPUNG,13093.77,68089.58,5.2
2020-03-01,LAMPUNG,24931.09,123718.00,4.96
2020-04-01,LAMPUNG,116924.79,584441.59,5
2020-05-01,LAMPUNG,98560.22,451578.72,4.58
2020-06-01,LAMPUNG,47051.90,202457.10,4.3
2020-07-01,LAMPUNG,10210.57,45988.00,4.5
2020-08-01,LAMPUNG,23739.98,116016.53,4.89
2020-09-01,LAMPUNG,88310.39,444024.27,5.03
2020-10-01,LAMPUNG,72820.00,356096.92,4.89
2020-11-01,LAMPUNG,32547.98,162064.62,4.98
2020-12-01,LAMPUNG,6473.34,32972.19,5.09
2021-01-01,LAMPUNG,4386.76,22386.69,5.1
2021-02-01,LAMPUNG,13546.96,66451.59,4.91
2021-03-01,LAMPUNG,83400.91,426947.66,5.12
2021-04-01,LAMPUNG,147494.16,776113.08,5.26
2021-05-01,LAMPUNG,41348.14,196837.74,4.76
2021-06-01,LAMPUNG,11894.44,56319.08,4.73
2021-07-01,LAMPUNG,10626.47,48663.32,4.58
2021-08-01,LAMPUNG,30848.71,146553.67,4.75
2021-09-01,LAMPUNG,70327.40,354854.21,5.05
2021-10-01,LAMPUNG,52267.47,266651.64,5.1
2021-11-01,LAMPUNG,18302.03,96786.64,5.29
2021-12-01,LAMPUNG,5129.78,26887.46,5.24
2018-01-01,KEP. BANGKA BELITUNG,499.55,1119.59,2.24
2018-02-01,KEP. BANGKA BELITUNG,2005.64,3521.64,1.76
2018-03-01,KEP. BANGKA BELITUNG,1862.39,4192.75,2.25
2018-04-01,KEP. BANGKA BELITUNG,1353.41,2341.96,1.73
2018-05-01,KEP. BANGKA BELITUNG,3695.29,10471.69,2.83
2018-06-01,KEP. BANGKA BELITUNG,676.82,1790.82,2.65
2018-07-01,KEP. BANGKA BELITUNG,1303.57,2587.78,1.99
2018-08-01,KEP. BANGKA BELITUNG,879.31,1974.19,2.25
2018-09-01,KEP. BANGKA BELITUNG,487.80,1886.26,3.87
2018-10-01,KEP. BANGKA BELITUNG,2982.26,11546.59,3.87
2018-11-01,KEP. BANGKA BELITUNG,699.96,2537.45,3.63
2018-12-01,KEP. BANGKA BELITUNG,787.59,1753.97,2.23
2019-01-01,KEP. BANGKA BELITUNG,2934.17,5277.62,1.8
2019-02-01,KEP. BANGKA BELITUNG,670.95,1440.16,2.15
2019-03-01,KEP. BANGKA BELITUNG,804.76,2024.44,2.52
2019-04-01,KEP. BANGKA BELITUNG,2646.70,8768.29,3.31
2019-05-01,KEP. BANGKA BELITUNG,1915.83,4108.77,2.14
2019-06-01,KEP. BANGKA BELITUNG,1528.17,3076.56,2.01
2019-07-01,KEP. BANGKA BELITUNG,1155.28,2290.82,1.98
2019-08-01,KEP. BANGKA BELITUNG,392.04,916.88,2.34
2019-09-01,KEP. BANGKA BELITUNG,3166.02,13552.55,4.28
2019-10-01,KEP. BANGKA BELITUNG,1040.83,4685.39,4.5
2019-11-01,KEP. BANGKA BELITUNG,277.20,648.68,2.34
2019-12-01,KEP. BANGKA BELITUNG,555.86,2015.52,3.63
2020-01-01,KEP. BANGKA BELITUNG,1275.09,2530.54,1.98
2020-02-01,KEP. BANGKA BELITUNG,1957.87,6364.16,3.25
2020-03-01,KEP. BANGKA BELITUNG,4691.62,17033.05,3.63
2020-04-01,KEP. BANGKA BELITUNG,999.01,2487.06,2.49
2020-05-01,KEP. BANGKA BELITUNG,1441.71,4332.59,3.01
2020-06-01,KEP. BANGKA BELITUNG,512.84,1601.14,3.12
2020-07-01,KEP. BANGKA BELITUNG,193.59,530.89,2.74
2020-08-01,KEP. BANGKA BELITUNG,2958.26,9079.38,3.07
2020-09-01,KEP. BANGKA BELITUNG,2324.82,8039.02,3.46
2020-10-01,KEP. BANGKA BELITUNG,608.14,2190.35,3.6
2020-11-01,KEP. BANGKA BELITUNG,464.02,1690.68,3.64
2020-12-01,KEP. BANGKA BELITUNG,413.58,1445.46,3.49
2021-01-01,KEP. BANGKA BELITUNG,1342.37,4286.28,3.19
2021-02-01,KEP. BANGKA BELITUNG,1479.66,4487.61,3.03
2021-03-01,KEP. BANGKA BELITUNG,3069.79,12747.32,4.15
2021-04-01,KEP. BANGKA BELITUNG,3851.97,17874.76,4.64
2021-05-01,KEP. BANGKA BELITUNG,402.08,1352.34,3.36
2021-06-01,KEP. BANGKA BELITUNG,894.97,2915.92,3.26
2021-07-01,KEP. BANGKA BELITUNG,1303.74,3885.11,2.98
2021-08-01,KEP. BANGKA BELITUNG,2071.15,6803.01,3.28
2021-09-01,KEP. BANGKA BELITUNG,2803.65,11677.82,4.17
2021-10-01,KEP. BANGKA BELITUNG,825.58,3557.07,4.31
2021-11-01,KEP. BANGKA BELITUNG,184.04,795.08,4.32
2021-12-01,KEP. BANGKA BELITUNG,49.27,113.93,2.31
2018-01-01,KEP. RIAU,37.54,97.10,2.59
2018-02-01,KEP. RIAU,101.07,260.08,2.57
2018-03-01,KEP. RIAU,12.58,29.40,2.34
2018-04-01,KEP. RIAU,56.45,150.24,2.66
2018-05-01,KEP. RIAU,30.46,48.62,1.6
2018-06-01,KEP. RIAU,30.95,53.55,1.73
2018-07-01,KEP. RIAU,5.75,10.02,1.74
2018-08-01,KEP. RIAU,20.72,33.59,1.62
2018-09-01,KEP. RIAU,19.37,99.90,5.16
2018-10-01,KEP. RIAU,12.53,64.62,5.16
2018-11-01,KEP. RIAU,6.40,33.00,5.16
2018-12-01,KEP. RIAU,42.05,216.88,5.16
2019-01-01,KEP. RIAU,18.40,34.05,1.85
2019-02-01,KEP. RIAU,87.85,227.41,2.59
2019-03-01,KEP. RIAU,95.65,181.98,1.9
2019-04-01,KEP. RIAU,22.09,45.38,2.05
2019-05-01,KEP. RIAU,5.30,25.06,4.73
2019-06-01,KEP. RIAU,47.91,226.58,4.73
2019-07-01,KEP. RIAU,4.64,21.94,4.73
2019-08-01,KEP. RIAU,12.21,57.74,4.73
2019-09-01,KEP. RIAU,3.58,19.32,5.4
2019-10-01,KEP. RIAU,5.19,22.95,4.42
2019-11-01,KEP. RIAU,22.19,119.72,5.4
2019-12-01,KEP. RIAU,31.26,168.67,5.4
2020-01-01,KEP. RIAU,29.58,55.31,1.87
2020-02-01,KEP. RIAU,55.26,145.33,2.63
2020-03-01,KEP. RIAU,51.28,133.75,2.61
2020-04-01,KEP. RIAU,10.75,29.85,2.78
2020-05-01,KEP. RIAU,22.53,77.87,3.46
2020-06-01,KEP. RIAU,7.34,26.35,3.59
2020-07-01,KEP. RIAU,6.41,22.53,3.51
2020-08-01,KEP. RIAU,42.45,144.88,3.41
2020-09-01,KEP. RIAU,18.97,58.00,3.06
2020-10-01,KEP. RIAU,17.55,52.09,2.97
2020-11-01,KEP. RIAU,13.09,38.09,2.91
2020-12-01,KEP. RIAU,23.31,68.49,2.94
